step,t,x,y,z,vx,vy,vz,X_inertial,Y_inertial,Jacobi_C,Jacobi_Drift
2080,2.080000,1.05733702,0.08501953,-0.00019600,-0.05709603,0.14560909,-0.01212177,-0.58966623,0.88175033,3.1754207949,3.9035e-13
2081,2.081000,1.05727986,0.08516482,-0.00020812,-0.05724054,0.14496029,-0.01211976,-0.59064655,0.88103938,3.1754207949,3.8991e-13
2082,2.082000,1.05722254,0.08530945,-0.00022023,-0.05738462,0.14431209,-0.01211763,-0.59162540,0.88032755,3.1754207949,3.8991e-13
2083,2.083000,1.05716509,0.08545344,-0.00023235,-0.05752828,0.14366450,-0.01211538,-0.59260278,0.87961483,3.1754207949,3.8991e-13
2084,2.084000,1.05710749,0.08559678,-0.00024447,-0.05767153,0.14301750,-0.01211302,-0.59357870,0.87890123,3.1754207949,3.8947e-13
2085,2.085000,1.05704974,0.08573948,-0.00025658,-0.05781438,0.14237110,-0.01211054,-0.59455314,0.87818676,3.1754207949,3.8947e-13
2086,2.086000,1.05699186,0.08588152,-0.00026869,-0.05795685,0.14172529,-0.01210795,-0.59552612,0.87747140,3.1754207949,3.8902e-13
2087,2.087000,1.05693383,0.08602293,-0.00028079,-0.05809895,0.14108007,-0.01210524,-0.59649763,0.87675518,3.1754207949,3.8902e-13
2088,2.088000,1.05687566,0.08616368,-0.00029290,-0.05824067,0.14043544,-0.01210242,-0.59746767,0.87603808,3.1754207949,3.8902e-13
2089,2.089000,1.05681735,0.08630380,-0.00030500,-0.05838205,0.13979138,-0.01209948,-0.59843625,0.87532012,3.1754207949,3.8902e-13
2090,2.090000,1.05675890,0.08644327,-0.00031710,-0.05852308,0.13914791,-0.01209643,-0.59940335,0.87460129,3.1754207949,3.8902e-13
2091,2.091000,1.05670030,0.08658209,-0.00032919,-0.05866378,0.13850501,-0.01209327,-0.60036899,0.87388161,3.1754207949,3.8858e-13
2092,2.092000,1.05664157,0.08672028,-0.00034128,-0.05880416,0.13786268,-0.01208999,-0.60133316,0.87316106,3.1754207949,3.8858e-13
2093,2.093000,1.05658269,0.08685782,-0.00035337,-0.05894423,0.13722092,-0.01208661,-0.60229587,0.87243966,3.1754207949,3.8813e-13
2094,2.094000,1.05652368,0.08699472,-0.00036546,-0.05908399,0.13657973,-0.01208311,-0.60325711,0.87171740,3.1754207949,3.8813e-13
2095,2.095000,1.05646453,0.08713098,-0.00037754,-0.05922347,0.13593910,-0.01207950,-0.60421688,0.87099430,3.1754207949,3.8813e-13
2096,2.096000,1.05640523,0.08726660,-0.00038961,-0.05936266,0.13529903,-0.01207578,-0.60517518,0.87027035,3.1754207949,3.8858e-13
2097,2.097000,1.05634580,0.08740158,-0.00040169,-0.05950159,0.13465951,-0.01207195,-0.60613202,0.86954555,3.1754207949,3.8769e-13
2098,2.098000,1.05628623,0.08753592,-0.00041376,-0.05964025,0.13402055,-0.01206800,-0.60708739,0.86881991,3.1754207949,3.8725e-13
2099,2.099000,1.05622652,0.08766962,-0.00042582,-0.05977866,0.13338213,-0.01206395,-0.60804129,0.86809344,3.1754207949,3.8769e-13
2100,2.100000,1.05616667,0.08780268,-0.00043789,-0.05991684,0.13274427,-0.01205979,-0.60899373,0.86736612,3.1754207949,3.8725e-13
2101,2.101000,1.05610669,0.08793511,-0.00044994,-0.06005478,0.13210694,-0.01205552,-0.60994470,0.86663798,3.1754207949,3.8769e-13
2102,2.102000,1.05604656,0.08806690,-0.00046200,-0.06019250,0.13147015,-0.01205114,-0.61089420,0.86590900,3.1754207949,3.8680e-13
2103,2.103000,1.05598630,0.08819805,-0.00047405,-0.06033001,0.13083390,-0.01204666,-0.61184224,0.86517920,3.1754207949,3.8680e-13
2104,2.104000,1.05592590,0.08832856,-0.00048609,-0.06046732,0.13019819,-0.01204206,-0.61278881,0.86444857,3.1754207949,3.8636e-13
2105,2.105000,1.05586537,0.08845844,-0.00049813,-0.06060444,0.12956300,-0.01203736,-0.61373391,0.86371711,3.1754207949,3.8636e-13
2106,2.106000,1.05580469,0.08858769,-0.00051017,-0.06074138,0.12892834,-0.01203255,-0.61467755,0.86298484,3.1754207949,3.8680e-13
2107,2.107000,1.05574388,0.08871630,-0.00052220,-0.06087815,0.12829419,-0.01202763,-0.61561972,0.86225175,3.1754207949,3.8636e-13
2108,2.108000,1.05568294,0.08884428,-0.00053422,-0.06101475,0.12766057,-0.01202261,-0.61656043,0.86151785,3.1754207949,3.8591e-13
2109,2.109000,1.05562186,0.08897162,-0.00054624,-0.06115120,0.12702747,-0.01201748,-0.61749967,0.86078314,3.1754207949,3.8591e-13
2110,2.110000,1.05556064,0.08909833,-0.00055826,-0.06128751,0.12639487,-0.01201225,-0.61843745,0.86004761,3.1754207949,3.8680e-13
2111,2.111000,1.05549928,0.08922441,-0.00057026,-0.06142368,0.12576279,-0.01200690,-0.61937375,0.85931128,3.1754207949,3.8547e-13
2112,2.112000,1.05543779,0.08934986,-0.00058227,-0.06155973,0.12513121,-0.01200146,-0.62030860,0.85857415,3.1754207949,3.8591e-13
2113,2.113000,1.05537616,0.08947467,-0.00059427,-0.06169566,0.12450013,-0.01199591,-0.62124197,0.85783621,3.1754207949,3.8547e-13
2114,2.114000,1.05531440,0.08959886,-0.00060626,-0.06183148,0.12386955,-0.01199025,-0.62217388,0.85709748,3.1754207949,3.8547e-13
2115,2.115000,1.05525250,0.08972241,-0.00061825,-0.06196721,0.12323946,-0.01198449,-0.62310433,0.85635795,3.1754207949,3.8547e-13
2116,2.116000,1.05519046,0.08984534,-0.00063023,-0.06210285,0.12260987,-0.01197863,-0.62403330,0.85561763,3.1754207949,3.8547e-13
2117,2.117000,1.05512829,0.08996763,-0.00064221,-0.06223841,0.12198076,-0.01197266,-0.62496082,0.85487652,3.1754207949,3.8547e-13
2118,2.118000,1.05506599,0.09008930,-0.00065418,-0.06237390,0.12135214,-0.01196659,-0.62588686,0.85413462,3.1754207949,3.8503e-13
2119,2.119000,1.05500354,0.09021034,-0.00066614,-0.06250933,0.12072400,-0.01196041,-0.62681145,0.85339194,3.1754207949,3.8503e-13
2120,2.120000,1.05494097,0.09033075,-0.00067810,-0.06264471,0.12009633,-0.01195414,-0.62773456,0.85264847,3.1754207949,3.8503e-13
2121,2.121000,1.05487825,0.09045053,-0.00069005,-0.06278004,0.11946914,-0.01194776,-0.62865621,0.85190422,3.1754207949,3.8547e-13
2122,2.122000,1.05481541,0.09056969,-0.00070199,-0.06291534,0.11884242,-0.01194127,-0.62957639,0.85115919,3.1754207949,3.8503e-13
2123,2.123000,1.05475242,0.09068822,-0.00071393,-0.06305061,0.11821617,-0.01193469,-0.63049511,0.85041339,3.1754207949,3.8458e-13
2124,2.124000,1.05468931,0.09080612,-0.00072586,-0.06318587,0.11759038,-0.01192800,-0.63141236,0.84966682,3.1754207949,3.8458e-13
2125,2.125000,1.05462605,0.09092340,-0.00073779,-0.06332112,0.11696505,-0.01192122,-0.63232815,0.84891948,3.1754207949,3.8414e-13
2126,2.126000,1.05456266,0.09104005,-0.00074970,-0.06345636,0.11634017,-0.01191433,-0.63324247,0.84817137,3.1754207949,3.8414e-13
2127,2.127000,1.05449914,0.09115608,-0.00076161,-0.06359162,0.11571575,-0.01190734,-0.63415533,0.84742250,3.1754207949,3.8369e-13
2128,2.128000,1.05443548,0.09127148,-0.00077352,-0.06372689,0.11509178,-0.01190025,-0.63506671,0.84667286,3.1754207949,3.8414e-13
2129,2.129000,1.05437169,0.09138626,-0.00078541,-0.06386219,0.11446825,-0.01189306,-0.63597664,0.84592247,3.1754207949,3.8369e-13
2130,2.130000,1.05430776,0.09150042,-0.00079730,-0.06399752,0.11384517,-0.01188577,-0.63688509,0.84517131,3.1754207949,3.8369e-13
2131,2.131000,1.05424369,0.09161395,-0.00080919,-0.06413289,0.11322252,-0.01187838,-0.63779209,0.84441941,3.1754207949,3.8458e-13
2132,2.132000,1.05417949,0.09172686,-0.00082106,-0.06426832,0.11260031,-0.01187089,-0.63869761,0.84366675,3.1754207949,3.8369e-13
2133,2.133000,1.05411515,0.09183915,-0.00083293,-0.06440380,0.11197853,-0.01186330,-0.63960167,0.84291334,3.1754207949,3.8414e-13
2134,2.134000,1.05405068,0.09195082,-0.00084479,-0.06453935,0.11135718,-0.01185561,-0.64050426,0.84215918,3.1754207949,3.8369e-13
2135,2.135000,1.05398608,0.09206187,-0.00085664,-0.06467498,0.11073625,-0.01184783,-0.64140539,0.84140428,3.1754207949,3.8369e-13
2136,2.136000,1.05392133,0.09217229,-0.00086848,-0.06481068,0.11011574,-0.01183994,-0.64230505,0.84064864,3.1754207949,3.8369e-13
2137,2.137000,1.05385645,0.09228210,-0.00088032,-0.06494648,0.10949565,-0.01183196,-0.64320324,0.83989225,3.1754207949,3.8325e-13
2138,2.138000,1.05379144,0.09239128,-0.00089215,-0.06508238,0.10887597,-0.01182388,-0.64409997,0.83913514,3.1754207949,3.8369e-13
2139,2.139000,1.05372629,0.09249985,-0.00090397,-0.06521839,0.10825670,-0.01181570,-0.64499523,0.83837728,3.1754207949,3.8325e-13
2140,2.140000,1.05366100,0.09260780,-0.00091578,-0.06535451,0.10763783,-0.01180742,-0.64588903,0.83761869,3.1754207949,3.8325e-13
2141,2.141000,1.05359558,0.09271513,-0.00092758,-0.06549076,0.10701937,-0.01179904,-0.64678136,0.83685938,3.1754207949,3.8280e-13
2142,2.142000,1.05353002,0.09282184,-0.00093938,-0.06562714,0.10640131,-0.01179057,-0.64767222,0.83609933,3.1754207949,3.8280e-13
2143,2.143000,1.05346433,0.09292793,-0.00095116,-0.06576366,0.10578364,-0.01178200,-0.64856161,0.83533857,3.1754207949,3.8280e-13
2144,2.144000,1.05339849,0.09303340,-0.00096294,-0.06590032,0.10516636,-0.01177334,-0.64944954,0.83457708,3.1754207949,3.8280e-13
2145,2.145000,1.05333253,0.09313826,-0.00097471,-0.06603714,0.10454948,-0.01176457,-0.65033600,0.83381486,3.1754207949,3.8236e-13
2146,2.146000,1.05326642,0.09324250,-0.00098647,-0.06617412,0.10393297,-0.01175572,-0.65122100,0.83305194,3.1754207949,3.8280e-13
2147,2.147000,1.05320018,0.09334613,-0.00099822,-0.06631127,0.10331684,-0.01174676,-0.65210453,0.83228829,3.1754207949,3.8280e-13
2148,2.148000,1.05313380,0.09344914,-0.00100996,-0.06644860,0.10270109,-0.01173771,-0.65298659,0.83152394,3.1754207949,3.8236e-13
2149,2.149000,1.05306728,0.09355153,-0.00102170,-0.06658612,0.10208572,-0.01172856,-0.65386718,0.83075887,3.1754207949,3.8236e-13
2150,2.150000,1.05300062,0.09365331,-0.00103342,-0.06672382,0.10147071,-0.01171932,-0.65474630,0.82999309,3.1754207949,3.8236e-13
2151,2.151000,1.05293383,0.09375447,-0.00104513,-0.06686173,0.10085607,-0.01170998,-0.65562396,0.82922661,3.1754207949,3.8192e-13
2152,2.152000,1.05286690,0.09385502,-0.00105684,-0.06699985,0.10024179,-0.01170055,-0.65650015,0.82845943,3.1754207949,3.8236e-13
2153,2.153000,1.05279983,0.09395496,-0.00106854,-0.06713818,0.09962787,-0.01169102,-0.65737488,0.82769154,3.1754207949,3.8236e-13
2154,2.154000,1.05273262,0.09405428,-0.00108022,-0.06727674,0.09901430,-0.01168140,-0.65824813,0.82692296,3.1754207949,3.8192e-13
2155,2.155000,1.05266528,0.09415298,-0.00109190,-0.06741552,0.09840108,-0.01167168,-0.65911992,0.82615368,3.1754207949,3.8192e-13
2156,2.156000,1.05259779,0.09425108,-0.00110356,-0.06755455,0.09778821,-0.01166187,-0.65999024,0.82538371,3.1754207949,3.8192e-13
2157,2.157000,1.05253017,0.09434856,-0.00111522,-0.06769382,0.09717568,-0.01165196,-0.66085909,0.82461305,3.1754207949,3.8147e-13
2158,2.158000,1.05246241,0.09444543,-0.00112687,-0.06783334,0.09656349,-0.01164196,-0.66172647,0.82384169,3.1754207949,3.8147e-13
2159,2.159000,1.05239450,0.09454169,-0.00113851,-0.06797312,0.09595164,-0.01163187,-0.66259238,0.82306965,3.1754207949,3.8147e-13
2160,2.160000,1.05232646,0.09463733,-0.00115013,-0.06811317,0.09534012,-0.01162168,-0.66345683,0.82229693,3.1754207949,3.8147e-13
2161,2.161000,1.05225828,0.09473237,-0.00116175,-0.06825349,0.09472892,-0.01161139,-0.66431981,0.82152352,3.1754207949,3.8147e-13
2162,2.162000,1.05218995,0.09482679,-0.00117336,-0.06839409,0.09411805,-0.01160102,-0.66518131,0.82074944,3.1754207949,3.8103e-13
2163,2.163000,1.05212149,0.09492060,-0.00118495,-0.06853498,0.09350750,-0.01159055,-0.66604135,0.81997467,3.1754207949,3.8103e-13
2164,2.164000,1.05205288,0.09501381,-0.00119654,-0.06867617,0.09289727,-0.01157999,-0.66689992,0.81919924,3.1754207949,3.8103e-13
2165,2.165000,1.05198414,0.09510640,-0.00120811,-0.06881766,0.09228735,-0.01156933,-0.66775702,0.81842313,3.1754207949,3.8058e-13
2166,2.166000,1.05191525,0.09519838,-0.00121968,-0.06895946,0.09167774,-0.01155858,-0.66861265,0.81764634,3.1754207949,3.8103e-13
2167,2.167000,1.05184622,0.09528975,-0.00123123,-0.06910158,0.09106843,-0.01154774,-0.66946681,0.81686890,3.1754207949,3.8058e-13
2168,2.168000,1.05177704,0.09538052,-0.00124277,-0.06924402,0.09045942,-0.01153681,-0.67031950,0.81609078,3.1754207949,3.8058e-13
2169,2.169000,1.05170773,0.09547067,-0.00125430,-0.06938679,0.08985071,-0.01152578,-0.67117072,0.81531200,3.1754207949,3.8058e-13
2170,2.170000,1.05163827,0.09556022,-0.00126582,-0.06952989,0.08924230,-0.01151466,-0.67202047,0.81453257,3.1754207949,3.8058e-13
2171,2.171000,1.05156867,0.09564916,-0.00127733,-0.06967335,0.08863417,-0.01150345,-0.67286874,0.81375247,3.1754207949,3.8014e-13
2172,2.172000,1.05149892,0.09573749,-0.00128883,-0.06981715,0.08802634,-0.01149215,-0.67371555,0.81297171,3.1754207949,3.8058e-13
2173,2.173000,1.05142903,0.09582521,-0.00130032,-0.06996131,0.08741878,-0.01148075,-0.67456089,0.81219031,3.1754207949,3.8058e-13
2174,2.174000,1.05135900,0.09591233,-0.00131179,-0.07010584,0.08681150,-0.01146926,-0.67540475,0.81140825,3.1754207949,3.8014e-13
2175,2.175000,1.05128882,0.09599883,-0.00132325,-0.07025073,0.08620449,-0.01145768,-0.67624715,0.81062554,3.1754207949,3.8014e-13
2176,2.176000,1.05121850,0.09608474,-0.00133471,-0.07039601,0.08559776,-0.01144601,-0.67708807,0.80984218,3.1754207949,3.8058e-13
2177,2.177000,1.05114803,0.09617003,-0.00134615,-0.07054167,0.08499129,-0.01143425,-0.67792752,0.80905818,3.1754207949,3.8058e-13
2178,2.178000,1.05107742,0.09625472,-0.00135757,-0.07068772,0.08438509,-0.01142240,-0.67876550,0.80827353,3.1754207949,3.7970e-13
2179,2.179000,1.05100665,0.09633880,-0.00136899,-0.07083417,0.08377914,-0.01141045,-0.67960200,0.80748825,3.1754207949,3.7970e-13
2180,2.180000,1.05093575,0.09642228,-0.00138040,-0.07098103,0.08317345,-0.01139842,-0.68043704,0.80670232,3.1754207949,3.7970e-13
2181,2.181000,1.05086469,0.09650515,-0.00139179,-0.07112829,0.08256800,-0.01138629,-0.68127060,0.80591576,3.1754207949,3.8014e-13
2182,2.182000,1.05079349,0.09658741,-0.00140317,-0.07127598,0.08196281,-0.01137407,-0.68210268,0.80512857,3.1754207949,3.8014e-13
2183,2.183000,1.05072214,0.09666907,-0.00141454,-0.07142409,0.08135786,-0.01136176,-0.68293330,0.80434075,3.1754207949,3.7970e-13
2184,2.184000,1.05065064,0.09675013,-0.00142589,-0.07157263,0.08075314,-0.01134936,-0.68376244,0.80355229,3.1754207949,3.7925e-13
2185,2.185000,1.05057899,0.09683058,-0.00143723,-0.07172161,0.08014867,-0.01133687,-0.68459011,0.80276321,3.1754207949,3.7970e-13
2186,2.186000,1.05050720,0.09691043,-0.00144856,-0.07187103,0.07954442,-0.01132429,-0.68541630,0.80197351,3.1754207949,3.7925e-13
2187,2.187000,1.05043525,0.09698967,-0.00145988,-0.07202090,0.07894040,-0.01131161,-0.68624102,0.80118318,3.1754207949,3.7925e-13
2188,2.188000,1.05036316,0.09706831,-0.00147119,-0.07217123,0.07833660,-0.01129885,-0.68706426,0.80039223,3.1754207949,3.8014e-13
2189,2.189000,1.05029091,0.09714634,-0.00148248,-0.07232202,0.07773303,-0.01128600,-0.68788603,0.79960066,3.1754207949,3.7925e-13
2190,2.190000,1.05021851,0.09722377,-0.00149376,-0.07247329,0.07712966,-0.01127305,-0.68870632,0.79880848,3.1754207949,3.7881e-13
2191,2.191000,1.05014596,0.09730060,-0.00150503,-0.07262503,0.07652651,-0.01126002,-0.68952514,0.79801568,3.1754207949,3.7881e-13
2192,2.192000,1.05007326,0.09737683,-0.00151628,-0.07277725,0.07592357,-0.01124689,-0.69034248,0.79722228,3.1754207949,3.7970e-13
2193,2.193000,1.05000041,0.09745245,-0.00152752,-0.07292996,0.07532082,-0.01123368,-0.69115835,0.79642826,3.1754207949,3.7881e-13
2194,2.194000,1.04992740,0.09752747,-0.00153875,-0.07308316,0.07471828,-0.01122037,-0.69197274,0.79563364,3.1754207949,3.7970e-13
2195,2.195000,1.04985424,0.09760188,-0.00154996,-0.07323687,0.07411593,-0.01120698,-0.69278565,0.79483841,3.1754207949,3.7881e-13
2196,2.196000,1.04978093,0.09767570,-0.00156116,-0.07339108,0.07351378,-0.01119349,-0.69359709,0.79404258,3.1754207949,3.7881e-13
2197,2.197000,1.04970746,0.09774891,-0.00157235,-0.07354581,0.07291180,-0.01117992,-0.69440705,0.79324615,3.1754207949,3.7881e-13
2198,2.198000,1.04963384,0.09782152,-0.00158352,-0.07370105,0.07231002,-0.01116625,-0.69521553,0.79244912,3.1754207949,3.7881e-13
2199,2.199000,1.04956006,0.09789353,-0.00159468,-0.07385683,0.07170841,-0.01115250,-0.69602253,0.79165150,3.1754207949,3.7836e-13
2200,2.200000,1.04948612,0.09796494,-0.00160583,-0.07401313,0.07110697,-0.01113865,-0.69682806,0.79085328,3.1754207949,3.7881e-13
2201,2.201000,1.04941203,0.09803575,-0.00161696,-0.07416997,0.07050571,-0.01112472,-0.69763210,0.79005447,3.1754207949,3.7836e-13
2202,2.202000,1.04933778,0.09810595,-0.00162808,-0.07432736,0.06990461,-0.01111070,-0.69843467,0.78925507,3.1754207949,3.7881e-13
2203,2.203000,1.04926338,0.09817556,-0.00163918,-0.07448530,0.06930367,-0.01109658,-0.69923576,0.78845509,3.1754207949,3.7836e-13
2204,2.204000,1.04918881,0.09824456,-0.00165027,-0.07464379,0.06870289,-0.01108238,-0.70003537,0.78765452,3.1754207949,3.7881e-13
2205,2.205000,1.04911409,0.09831296,-0.00166134,-0.07480285,0.06810227,-0.01106808,-0.70083350,0.78685336,3.1754207949,3.7836e-13
2206,2.206000,1.04903921,0.09838076,-0.00167240,-0.07496247,0.06750179,-0.01105370,-0.70163015,0.78605163,3.1754207949,3.7836e-13
2207,2.207000,1.04896416,0.09844796,-0.00168345,-0.07512267,0.06690146,-0.01103923,-0.70242532,0.78524932,3.1754207949,3.7836e-13
2208,2.208000,1.04888896,0.09851457,-0.00169448,-0.07528345,0.06630128,-0.01102467,-0.70321900,0.78444643,3.1754207949,3.7881e-13
2209,2.209000,1.04881360,0.09858057,-0.00170550,-0.07544482,0.06570122,-0.01101002,-0.70401121,0.78364297,3.1754207949,3.7792e-13
2210,2.210000,1.04873807,0.09864597,-0.00171650,-0.07560678,0.06510131,-0.01099528,-0.70480194,0.78283894,3.1754207949,3.7792e-13
2211,2.211000,1.04866238,0.09871077,-0.00172749,-0.07576933,0.06450152,-0.01098045,-0.70559118,0.78203433,3.1754207949,3.7792e-13
2212,2.212000,1.04858653,0.09877497,-0.00173846,-0.07593249,0.06390185,-0.01096553,-0.70637894,0.78122916,3.1754207949,3.7792e-13
2213,2.213000,1.04851052,0.09883857,-0.00174942,-0.07609627,0.06330230,-0.01095052,-0.70716522,0.78042343,3.1754207949,3.7836e-13
2214,2.214000,1.04843434,0.09890158,-0.00176036,-0.07626065,0.06270287,-0.01093542,-0.70795001,0.77961713,3.1754207949,3.7792e-13
2215,2.215000,1.04835800,0.09896398,-0.00177129,-0.07642566,0.06210355,-0.01092023,-0.70873332,0.77881027,3.1754207949,3.7836e-13
2216,2.216000,1.04828149,0.09902578,-0.00178221,-0.07659130,0.06150434,-0.01090495,-0.70951515,0.77800285,3.1754207949,3.7792e-13
2217,2.217000,1.04820481,0.09908699,-0.00179310,-0.07675757,0.06090523,-0.01088959,-0.71029549,0.77719488,3.1754207949,3.7836e-13
2218,2.218000,1.04812797,0.09914759,-0.00180398,-0.07692448,0.06030622,-0.01087413,-0.71107435,0.77638635,3.1754207949,3.7748e-13
2219,2.219000,1.04805096,0.09920760,-0.00181485,-0.07709203,0.05970731,-0.01085858,-0.71185172,0.77557727,3.1754207949,3.7748e-13
2220,2.220000,1.04797379,0.09926701,-0.00182570,-0.07726024,0.05910848,-0.01084295,-0.71262761,0.77476764,3.1754207949,3.7748e-13
2221,2.221000,1.04789644,0.09932582,-0.00183654,-0.07742910,0.05850974,-0.01082722,-0.71340201,0.77395746,3.1754207949,3.7792e-13
2222,2.222000,1.04781893,0.09938403,-0.00184736,-0.07759862,0.05791108,-0.01081141,-0.71417492,0.77314674,3.1754207949,3.7792e-13
2223,2.223000,1.04774125,0.09944164,-0.00185816,-0.07776881,0.05731250,-0.01079550,-0.71494635,0.77233547,3.1754207949,3.7748e-13
2224,2.224000,1.04766339,0.09949865,-0.00186895,-0.07793968,0.05671399,-0.01077951,-0.71571629,0.77152366,3.1754207949,3.7748e-13
2225,2.225000,1.04758537,0.09955507,-0.00187972,-0.07811122,0.05611555,-0.01076343,-0.71648474,0.77071131,3.1754207949,3.7748e-13
2226,2.226000,1.04750717,0.09961088,-0.00189047,-0.07828345,0.05551717,-0.01074725,-0.71725170,0.76989843,3.1754207949,3.7748e-13
2227,2.227000,1.04742880,0.09966610,-0.00190121,-0.07845638,0.05491885,-0.01073099,-0.71801718,0.76908501,3.1754207949,3.7703e-13
2228,2.228000,1.04735026,0.09972072,-0.00191194,-0.07862999,0.05432058,-0.01071464,-0.71878116,0.76827106,3.1754207949,3.7748e-13
2229,2.229000,1.04727154,0.09977474,-0.00192264,-0.07880431,0.05372237,-0.01069820,-0.71954366,0.76745658,3.1754207949,3.7748e-13
2230,2.230000,1.04719265,0.09982817,-0.00193333,-0.07897934,0.05312420,-0.01068166,-0.72030467,0.76664157,3.1754207949,3.7748e-13
2231,2.231000,1.04711358,0.09988099,-0.00194401,-0.07915508,0.05252607,-0.01066504,-0.72106418,0.76582603,3.1754207949,3.7748e-13
2232,2.232000,1.04703434,0.09993322,-0.00195466,-0.07933154,0.05192798,-0.01064833,-0.72182221,0.76500997,3.1754207949,3.7703e-13
2233,2.233000,1.04695492,0.09998485,-0.00196530,-0.07950872,0.05132992,-0.01063153,-0.72257874,0.76419338,3.1754207949,3.7748e-13
2234,2.234000,1.04687532,0.10003588,-0.00197593,-0.07968663,0.05073188,-0.01061464,-0.72333378,0.76337628,3.1754207949,3.7659e-13
2235,2.235000,1.04679554,0.10008631,-0.00198653,-0.07986528,0.05013387,-0.01059766,-0.72408733,0.76255866,3.1754207949,3.7703e-13
2236,2.236000,1.04671559,0.10013615,-0.00199712,-0.08004467,0.04953588,-0.01058059,-0.72483939,0.76174053,3.1754207949,3.7703e-13
